0.3279352,-1.2978575,-1.2224282,-0.2501821,1.0295724,-0.24586003,-2.522071,-1.8314217,-2.0661428,-2.0180326,-0.75214297
0.3296648,-1.2976865,-1.2224293,-0.2491333,1.029509,-0.24583231,-2.5224178,-1.8309687,-2.0648587,-2.0176313,-0.77126324
0.3327715,-1.3018217,-1.2224278,-0.24943107,1.0294477,-0.24581794,-2.5226731,-1.8304,-2.064073,-2.0173435,-0.78289163
0.3336999,-1.301852,-1.2224301,-0.24863635,1.0328449,-0.2469548,-2.521639,-1.8303328,-2.0631368,-2.0176322,-0.78093535
0.3352061,-1.303118,-1.2224286,-0.24870083,1.0318071,-0.24660969,-2.5219002,-1.8304977,-2.0627947,-2.0181448,-0.7740426
0.33490124,-1.3030168,-1.2224286,-0.248197,1.0310309,-0.24634062,-2.522203,-1.8319309,-2.0625494,-2.017884,-0.7629362
0.33501354,-1.3020816,-1.2224296,-0.24791418,1.0304929,-0.24616154,-2.5225377,-1.8330117,-2.0621152,-2.0172427,-0.74922806
0.3362563,-1.3051548,-1.2224321,-0.24832098,1.0301074,-0.24603489,-2.5228438,-1.8321822,-2.0619526,-2.0172133,-0.7384499
0.3349053,-1.3037902,-1.2224315,-0.24778472,1.0298513,-0.24598087,-2.5228078,-1.8315759,-2.062443,-2.0177386,-0.7309097
0.3359881,-1.3056333,-1.2224314,-0.24829444,1.0296358,-0.24588774,-2.5226767,-1.8314383,-2.062317,-2.0181801,-0.72712964
0.33539978,-1.3045602,-1.2224283,-0.24791297,1.029509,-0.24583231,-2.5226302,-1.8314928,-2.0620575,-2.0176919,-0.72371286
0.33443072,-1.3043374,-1.2224288,-0.24772124,1.0293863,-0.24580358,-2.5226388,-1.8318189,-2.0622487,-2.017435,-0.71775365
0.33624125,-1.30582,-1.2224338,-0.24800174,1.0293179,-0.2457798,-2.5222142,-1.8320519,-2.0621185,-2.0175893,-0.7048766
0.33556557,-1.3032398,-1.2224305,-0.24751255,1.0292736,-0.2457751,-2.5219264,-1.8320305,-2.061756,-2.0172567,-0.6825343
0.33655748,-1.3062165,-1.2224299,-0.2480666,1.0292218,-0.24574642,-2.5221426,-1.8324168,-2.0614564,-2.0170355,-0.654583
0.33535197,-1.3055588,-1.2224302,-0.24759054,1.0292078,-0.24575609,-2.5222142,-1.8320504,-2.0615256,-2.017153,-0.63071096
0.33590913,-1.3056751,-1.2224299,-0.24788445,1.0292107,-0.24572943,-2.5223105,-1.8317783,-2.061331,-2.0176322,-0.62009937
0.33629027,-1.3066177,-1.2224327,-0.2479104,1.0291698,-0.24573953,-2.5216212,-1.8313637,-2.061172,-2.0182316,-0.6148578
0.33301646,-1.2344021,-1.1908675,-0.3074368,1.0291995,-0.24574092,-2.5201533,-1.8313625,-2.0611281,-2.0185127,-0.60744816
0.32455894,-0.9830486,-1.0761522,-0.34823984,1.0292356,-0.24573484,-2.520239,-1.8324342,-2.0607681,-2.0184674,-0.6037373
0.316031,-0.63691336,-0.91522676,-0.37626076,1.0292114,-0.24574813,-2.5206366,-1.8327438,-2.0605102,-2.0185668,-0.60323447
0.3084021,-0.26627913,-0.74040496,-0.39978892,1.0292451,-0.24574043,-2.521099,-1.8335521,-2.0603254,-2.0184286,-0.6004591
0.30417806,0.09185752,-0.56746274,-0.37705126,1.0292485,-0.24574299,-2.5225427,-1.8346876,-2.0601928,-2.018966,-0.59830505
0.29940167,0.47535366,-0.37737778,-0.38429856,1.0292566,-0.24573582,-2.5232556,-1.8341513,-2.060098,-2.0199318,-0.5997665
0.29658678,0.87474203,-0.17444609,-0.4046426,1.0296739,-0.2457477,-2.5230372,-1.8329986,-2.0607262,-2.019915,-0.60371727
0.29612818,1.1744009,-0.011279724,-0.3678239,1.0113531,-0.24574728,-2.522864,-1.8318759,-2.0616233,-2.0193489,-0.6035687
0.290501,1.3467971,0.10558442,-0.3379655,0.9426814,-0.2457447,-2.522989,-1.8307649,-2.062108,-2.0192761,-0.6025639
0.27885312,1.4665564,0.21557005,-0.37361252,0.84167933,-0.24574277,-2.522904,-1.8299689,-2.0625234,-2.0192378,-0.59803104
0.2661344,1.5495453,0.3647307,-0.39638698,0.6584921,-0.24628614,-2.522189,-1.8296397,-2.0620458,-2.0188093,-0.5961169
0.2611063,1.6088507,0.52815247,-0.36500433,0.45770517,-0.24605505,-2.520822,-1.8298637,-2.0618632,-2.0182965,-0.5927202
0.2588042,1.6526146,0.64550036,-0.33670974,0.31466627,-0.24596944,-2.5199552,-1.8298247,-2.0628257,-2.0183957,-0.5947257
